"genus","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Tuzzerella","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000815085599844767,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Female","week 5","ran_pars","Residual","sd__Observation",0.00224056617850517,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00241215341440011,0.00108946944547087,-2.21406247272732,10.7716469793293,0.049364185099039,0.049364185099039,"treatment"
"Enterorhabdus","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00304864554581397,0.0010956858022397,-2.78240855141337,11.2465491115061,0.0174947295891676,0.0349894591783352,"treatment"
"Enterorhabdus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0014847685735026,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000781219918756099,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Male","week 5","ran_pars","Residual","sd__Observation",0.00143508327132633,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriaceae UCG-002","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00309935330024546,0.00187536135612596,1.65266991885126,11.9066844776434,0.12450268544836,0.373508056345079,"treatment"
"Coriobacteriaceae UCG-002","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000781952615871676,0.00180309795136794,0.43367173440491,11.8866501360075,0.672293033758085,1,"treatment"
"Coriobacteriaceae UCG-002","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00266416555226248,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriaceae UCG-002","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriaceae UCG-002","Female","week 5","ran_pars","Residual","sd__Observation",0.00124108688051184,NA,NA,NA,NA,NA,"treatment"
"UCG-009","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00502656145454097,0.00148268984199829,-3.39016381724613,11.5345986114501,0.00565750464181057,0.0113150092836211,"treatment"
"UCG-009","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000147742083694837,0.00142538881020075,-0.103650374296139,11.5270854894355,0.919228258867124,0.919228258867124,"treatment"
"UCG-009","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00205998707555569,NA,NA,NA,NA,NA,"treatment"
"UCG-009","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"UCG-009","Female","week 5","ran_pars","Residual","sd__Observation",0.00118158989889293,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00419563095113067,0.00105212857995,-3.98775494847792,34.000000000221,0.000335385191761483,0.000670770383522966,"treatment"
"GCA-900066575","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00263355054371339,0.0010316969538411,-2.55263964278313,34.0000000001906,0.0153514544170999,0.0153514544170999,"treatment"
"GCA-900066575","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Female","week 10","ran_pars","Residual","sd__Observation",0.00257717816467657,NA,NA,NA,NA,NA,"treatment"
"Parabacteroides","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00454296881069553,0.000968148017724561,-4.69243207394349,9.77643459744898,0.00090497993173473,0.00180995986346946,"treatment"
"Parabacteroides","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00209734431491683,0.000978661263058179,-2.14307482485096,10.2418701172999,0.0571034233494785,0.0571034233494785,"treatment"
"Parabacteroides","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000943292487507805,NA,NA,NA,NA,NA,"treatment"
"Parabacteroides","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000431394705388316,NA,NA,NA,NA,NA,"treatment"
"Parabacteroides","Male","week 5","ran_pars","Residual","sd__Observation",0.00191493824609233,NA,NA,NA,NA,NA,"treatment"
"Staphylococcus","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000901612572792787,0.000741917809906038,-1.21524589483433,9.47608823222071,0.253682121013239,0.507364242026477,"treatment"
"Staphylococcus","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000885535592070227,0.000753671292587692,-1.17496261404595,10.1520167006476,0.266831952938617,0.507364242026477,"treatment"
"Staphylococcus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00056242411141349,NA,NA,NA,NA,NA,"treatment"
"Staphylococcus","Male","week 10","ran_pars","cohort","sd__(Intercept)",1.66410450088235e-08,NA,NA,NA,NA,NA,"treatment"
"Staphylococcus","Male","week 10","ran_pars","Residual","sd__Observation",0.00164316264741548,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00314741859288554,0.000946905078878846,-3.32390084612509,6.18170176627688,0.0152381614801622,0.0304763229603244,"treatment"
"GCA-900066575","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00143469995087431,0.000923760821290969,-1.55310759864149,6.92168824355104,0.164822626374205,0.164822626374205,"treatment"
"GCA-900066575","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000546586221186173,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Female","week 5","ran_pars","Residual","sd__Observation",0.0021095400130543,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00324089751715828,0.000973486628715608,-3.32916490227938,7.87559250593722,0.0106323608097289,0.0212647216194578,"treatment"
"Rikenella","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00143790820554795,0.000947717792102026,-1.51723246891744,8.66661675140559,0.164803300576819,0.164803300576819,"treatment"
"Rikenella","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0006706274375645,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Female","week 5","ran_pars","Residual","sd__Observation",0.00207304269269467,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00368691316964465,0.00111528223772885,-3.30581178908815,11.8998127375953,0.00633905197887327,0.0126781039577465,"treatment"
"Tuzzerella","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000765698095380504,0.00112096878162154,0.683068170973396,12.3896354108015,0.507136275599817,0.507136275599817,"treatment"
"Tuzzerella","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00155949811241351,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000803637020030195,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Male","week 10","ran_pars","Residual","sd__Observation",0.001372002666145,NA,NA,NA,NA,NA,"treatment"
"HT002","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00343500846937427,0.00112337397416026,3.05776041495174,4.65798588294095,0.0309002762682472,0.0927008288047417,"treatment"
"HT002","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00030621654321926,0.00109217240888227,0.280373813446397,5.14916991233068,0.790107578334304,1,"treatment"
"HT002","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000847063988080318,NA,NA,NA,NA,NA,"treatment"
"HT002","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"HT002","Female","week 5","ran_pars","Residual","sd__Observation",0.00231695934565968,NA,NA,NA,NA,NA,"treatment"
"Dorea","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.000667788663618575,0.0014313041181408,0.466559590763984,12.8262472385648,0.648640266045455,1,"treatment"
"Dorea","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000564871955325546,0.00144140803621382,0.39188900098636,13.1895874348653,0.701398897458543,1,"treatment"
"Dorea","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00191101617248897,NA,NA,NA,NA,NA,"treatment"
"Dorea","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Dorea","Male","week 5","ran_pars","Residual","sd__Observation",0.00209104040195697,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0040808481497216,0.000655760066814313,-6.2230812094832,33.999999999391,4.42739126409069e-07,8.85478252818139e-07,"treatment"
"Tuzzerella","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0015414917045678,0.000643025649407902,-2.39724761521909,33.9999999996477,0.0221590950948054,0.0221590950948054,"treatment"
"Tuzzerella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Female","week 10","ran_pars","Residual","sd__Observation",0.00160627755738847,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae UCG-006","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.00166215123391032,0.00121210540234395,1.37129265383693,10.9945502797017,0.197622181088782,0.395244362177565,"treatment"
"Lachnospiraceae UCG-006","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000612303660894269,0.00117612600767728,-0.520610595206121,11.7615948377506,0.612298300250874,0.612298300250874,"treatment"
"Lachnospiraceae UCG-006","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00161943726660518,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae UCG-006","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000508793684395782,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae UCG-006","Female","week 10","ran_pars","Residual","sd__Observation",0.00112329199676003,NA,NA,NA,NA,NA,"treatment"
"Marvinbryantia","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0015968433414476,0.00072532856550466,-2.20154481346886,10.9454180373765,0.0500680826154137,0.100136165230827,"treatment"
"Marvinbryantia","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000470259189918881,0.000736570668201731,0.638444089916009,11.3699784340514,0.535832759195966,0.535832759195966,"treatment"
"Marvinbryantia","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000488208524205617,NA,NA,NA,NA,NA,"treatment"
"Marvinbryantia","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000176994764009777,NA,NA,NA,NA,NA,"treatment"
"Marvinbryantia","Male","week 10","ran_pars","Residual","sd__Observation",0.00164431779171039,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00294054289771289,0.000878721383262662,3.34638823377071,9.71710144202123,0.00770716780078551,0.0231215034023565,"treatment"
"Muribaculum","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0,0.000845329548929936,0,9.82691526311597,1,1,"treatment"
"Muribaculum","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00111415634178422,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Female","week 5","ran_pars","Residual","sd__Observation",0.00104055860199936,NA,NA,NA,NA,NA,"treatment"
"Limosilactobacillus","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00213123705688132,0.000834117640539866,-2.5550797073443,32.9655492058826,0.015417685010291,0.0462530550308731,"treatment"
"Limosilactobacillus","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00134553039083918,0.000831267356559046,-1.61864937943537,29.8006546696694,0.116059478126619,0.116059478126619,"treatment"
"Limosilactobacillus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Limosilactobacillus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000720913056587949,NA,NA,NA,NA,NA,"treatment"
"Limosilactobacillus","Female","week 10","ran_pars","Residual","sd__Observation",0.00188824375091572,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00161534393489729,0.000973203140064196,-1.65982195124312,9.46919540880245,0.129646575976321,0.259293151952642,"treatment"
"Tuzzerella","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00132152242948465,0.000981194769250049,1.34685025939827,10.2084548972377,0.207166200964373,0.259293151952642,"treatment"
"Tuzzerella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00114883360922202,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00063140807657668,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Male","week 5","ran_pars","Residual","sd__Observation",0.00163157884642495,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00255075219887262,0.0010037622359154,-2.54119163643013,11.6303560781405,0.026417049239946,0.052834098479892,"treatment"
"GCA-900066575","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000917349451300367,0.00101909368782263,0.900162038350322,12.804752630744,0.384650982449385,0.384650982449385,"treatment"
"GCA-900066575","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000815427468385211,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000866159423589847,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Male","week 10","ran_pars","Residual","sd__Observation",0.00210492306891349,NA,NA,NA,NA,NA,"treatment"
"Limosilactobacillus","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00240205556957419,0.000728645610132317,3.29660336406609,13.1369757607229,0.0057129259160683,0.0171387777482049,"treatment"
"Limosilactobacillus","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000201557568272265,0.000736377907923664,-0.273714849540488,13.6817102262987,0.788392513669062,1,"treatment"
"Limosilactobacillus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000831221041211769,NA,NA,NA,NA,NA,"treatment"
"Limosilactobacillus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Limosilactobacillus","Male","week 5","ran_pars","Residual","sd__Observation",0.00131005889870891,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00273299515992204,0.000732126244607592,-3.73295613980739,9.15623177928757,0.00453678585549712,0.00907357171099424,"treatment"
"Anaerotruncus","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0012095690296858,0.000711846614610857,-1.69919896345511,9.96461532830529,0.12023189599044,0.12023189599044,"treatment"
"Anaerotruncus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000549372231415072,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Female","week 10","ran_pars","Residual","sd__Observation",0.00151290940114266,NA,NA,NA,NA,NA,"treatment"
"ASF356","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00164249774398936,0.000976061409143111,1.68278115352529,12.2137195738686,0.117784861464413,0.353354584393238,"treatment"
"ASF356","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000260543649679962,0.000938638248611379,0.277576212204659,12.2891154115783,0.785952181390626,1,"treatment"
"ASF356","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00127192848991952,NA,NA,NA,NA,NA,"treatment"
"ASF356","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"ASF356","Female","week 5","ran_pars","Residual","sd__Observation",0.00106050636213078,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0023026331605471,0.000809948866738785,-2.84293645575248,9.18238556464123,0.0189376492851458,0.0378752985702917,"treatment"
"UBA1819","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.0006522045240667,0.000789563972726756,0.826031261044389,10.0406337333591,0.427977842094917,0.427977842094917,"treatment"
"UBA1819","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000813538238920005,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000407586189836623,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Female","week 5","ran_pars","Residual","sd__Observation",0.00133559700223616,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00110263026427361,0.000640372947040283,1.72185641097085,9.88307124452638,0.116185132921993,0.348555398765979,"treatment"
"Parvibacter","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-7.34073102683865e-05,0.000626397819874378,-0.117189600505168,10.5837000896436,0.908904022161782,1,"treatment"
"Parvibacter","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000738767039190766,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000397348038617314,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Female","week 5","ran_pars","Residual","sd__Observation",0.000864344450466195,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000652646398743816,0.000701770185727207,-0.930000179570914,33.9999999993588,0.35892742020976,0.717854840419521,"treatment"
"Anaerotruncus","Male","week 5","fixed",NA,"treatmentB. longum APC1472",6.29248034967947e-05,0.000715667974216133,0.0879245764290569,33.9999999992472,0.93045245850305,0.93045245850305,"treatment"
"Anaerotruncus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Male","week 5","ran_pars","Residual","sd__Observation",0.00175302136208083,NA,NA,NA,NA,NA,"treatment"
"Clostridium sensu stricto 1","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00114900732912476,0.000850207135883303,-1.3514439959752,9.42487122696385,0.208096913769192,0.624290741307577,"treatment"
"Clostridium sensu stricto 1","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.000221060125929235,0.000851767100059525,0.259531186299385,10.6494410573679,0.800173973172232,0.800173973172232,"treatment"
"Clostridium sensu stricto 1","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00108108723762564,NA,NA,NA,NA,NA,"treatment"
"Clostridium sensu stricto 1","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000980843085105239,NA,NA,NA,NA,NA,"treatment"
"Clostridium sensu stricto 1","Female","week 10","ran_pars","Residual","sd__Observation",0.000825866351462021,NA,NA,NA,NA,NA,"treatment"
